nama_channel,kategori,judul,judul_clean,judul_lower,judul_tokenized
@officialbaliunited,Sports,"Filling the League Break, Serdadu Tridatu Increased Playing Time to Maintain Fitness Against Pers...","Filling the League Break, Serdadu Tridatu Increased Playing Time to Maintain Fitness Against Pers...","filling the league break, serdadu tridatu increased playing time to maintain fitness against pers...","filling the league break , serdadu tridatu increased playing time to maintain fitness against pers . . ."
@officialbaliunited,Sports,BENCH CAM | Laga Yang Seru Tiga Point Perdana | Bali United FC VS Madura United FC,BENCH CAM Laga Yang Seru Tiga Point Perdana Bali United FC VS Madura United FC,bench cam laga yang seru tiga point perdana bali united fc vs madura united fc,bench cam laga yang seru tiga point perdana bali united fc vs madura united fc
@officialbaliunited,Sports,Matchday Diary | Bali United FC VS Madura United FC | BRI Super League,Matchday Diary Bali United FC VS Madura United FC BRI Super League,matchday diary bali united fc vs madura united fc bri super league,matchday diary bali united fc vs madura united fc bri super league
@officialbaliunited,Sports,[HIGHLIGHT] Bali United FC VS Madura United FC | Goal Skill Save,HIGHLIGHT Bali United FC VS Madura United FC Goal Skill Save,highlight bali united fc vs madura united fc goal skill save,highlight bali united fc vs madura united fc goal skill save
@officialbaliunited,Sports,Mari Kita Selesaikan Untuk Laga Besok Di Dipta | Goal Skill Save,Mari Kita Selesaikan Untuk Laga Besok Di Dipta Goal Skill Save,mari kita selesaikan untuk laga besok di dipta goal skill save,mari kita selesaikan untuk laga besok di dipta goal skill save
@officialbaliunited,Sports,Fokus Untuk Laga Selanjutnya Come On Boys! | Goal Skill Save,Fokus Untuk Laga Selanjutnya Come On Boys! Goal Skill Save,fokus untuk laga selanjutnya come on boys! goal skill save,fokus untuk laga selanjutnya come on boys ! goal skill save
@officialbaliunited,Sports,Matchday Diary | Persebaya Surabaya VS Bali United FC | BRI Super League,Matchday Diary Persebaya Surabaya VS Bali United FC BRI Super League,matchday diary persebaya surabaya vs bali united fc bri super league,matchday diary persebaya surabaya vs bali united fc bri super league
@officialbaliunited,Sports,[HIGHLIGHT] Persebaya Surabaya vs Bali United FC | Goal Skill Save,HIGHLIGHT Persebaya Surabaya vs Bali United FC Goal Skill Save,highlight persebaya surabaya vs bali united fc goal skill save,highlight persebaya surabaya vs bali united fc goal skill save
@officialbaliunited,Sports,Final Preparations Before Heading to the City of Heroes | Goal Skill Save,Final Preparations Before Heading to the City of Heroes Goal Skill Save,final preparations before heading to the city of heroes goal skill save,final preparations before heading to the city of heroes goal skill save
@officialbaliunited,Sports,Jordy Bruijn Sudah Bergabung Latihan Dengan Serdadu Tridatu | Goal Skill Save,Jordy Bruijn Sudah Bergabung Latihan Dengan Serdadu Tridatu Goal Skill Save,jordy bruijn sudah bergabung latihan dengan serdadu tridatu goal skill save,jordy bruijn sudah bergabung latihan dengan serdadu tridatu goal skill save
@officialbaliunited,Sports,BENCH CAM | Terima kasih Perjuangannya 1 Point Dari Ternate | Malut United FC VS Bali United FC,BENCH CAM Terima kasih Perjuangannya 1 Point Dari Ternate Malut United FC VS Bali United FC,bench cam terima kasih perjuangannya 1 point dari ternate malut united fc vs bali united fc,bench cam terima kasih perjuangannya 1 point dari ternate malut united fc vs bali united fc
@officialbaliunited,Sports,Matchday Diary Malut United FC VS Bali United FC | BRI Super League,Matchday Diary Malut United FC VS Bali United FC BRI Super League,matchday diary malut united fc vs bali united fc bri super league,matchday diary malut united fc vs bali united fc bri super league
@officialbaliunited,Sports,[HIGHLIGHT] Malut United FC VS Bali United FC | Goal Skill Save,HIGHLIGHT Malut United FC VS Bali United FC Goal Skill Save,highlight malut united fc vs bali united fc goal skill save,highlight malut united fc vs bali united fc goal skill save
@officialbaliunited,Sports,Matangkan Persiapan Di Makasar Sebelum Menuju Ternate | Goal Skill Save,Matangkan Persiapan Di Makasar Sebelum Menuju Ternate Goal Skill Save,matangkan persiapan di makasar sebelum menuju ternate goal skill save,matangkan persiapan di makasar sebelum menuju ternate goal skill save
@officialbaliunited,Sports,BENCH CAM | Hasil Imabang Laga Perdana Bali United FC VS Persik Kediri,BENCH CAM Hasil Imabang Laga Perdana Bali United FC VS Persik Kediri,bench cam hasil imabang laga perdana bali united fc vs persik kediri,bench cam hasil imabang laga perdana bali united fc vs persik kediri
@officialbaliunited,Sports,Matchday Diary Bali United FC VS Persik Kediri | BRI Super League,Matchday Diary Bali United FC VS Persik Kediri BRI Super League,matchday diary bali united fc vs persik kediri bri super league,matchday diary bali united fc vs persik kediri bri super league
@officialbaliunited,Sports,After Match Press conference Bali United vs Persik Kediri | What's News,After Match Press conference Bali United vs Persik Kediri What's News,after match press conference bali united vs persik kediri what's news,after match press conference bali united vs persik kediri what's news
@officialbaliunited,Sports,"[HIGHLIGHT] Bali United FC vs. Persik Kediri | Goal, Skill, and Save","HIGHLIGHT Bali United FC vs. Persik Kediri Goal, Skill, and Save","highlight bali united fc vs. persik kediri goal, skill, and save","highlight bali united fc vs . persik kediri goal , skill , and save"
@officialbaliunited,Sports,Persiapan Terakhir Jelang Laga Pertama Di BRI Super League | Goal Skill Save,Persiapan Terakhir Jelang Laga Pertama Di BRI Super League Goal Skill Save,persiapan terakhir jelang laga pertama di bri super league goal skill save,persiapan terakhir jelang laga pertama di bri super league goal skill save
@officialbaliunited,Sports,Kadek Arel Dan Rahmat Arjuna Sudah Kembali Bergabung Dengan Serdadu Tridatu | Goal Skill Save,Kadek Arel Dan Rahmat Arjuna Sudah Kembali Bergabung Dengan Serdadu Tridatu Goal Skill Save,kadek arel dan rahmat arjuna sudah kembali bergabung dengan serdadu tridatu goal skill save,kadek arel dan rahmat arjuna sudah kembali bergabung dengan serdadu tridatu goal skill save
@officialbaliunited,Sports,Laga Ujicoba Terakhir Bali United vs Persis Solo | Goal Skill Save,Laga Ujicoba Terakhir Bali United vs Persis Solo Goal Skill Save,laga ujicoba terakhir bali united vs persis solo goal skill save,laga ujicoba terakhir bali united vs persis solo goal skill save
@officialbaliunited,Sports,OFFICIAL Bali United 2025-2026 Jersey has been released 🔥,OFFICIAL Bali United 2025-2026 Jersey has been released,official bali united 2025-2026 jersey has been released,official bali united 2025 -2026 jersey has been released
@officialbaliunited,Sports,Friendly Match Bali United vs PSIM Yogyakarta | Matchday Diary,Friendly Match Bali United vs PSIM Yogyakarta Matchday Diary,friendly match bali united vs psim yogyakarta matchday diary,friendly match bali united vs psim yogyakarta matchday diary
@officialbaliunited,Sports,Persiapan Menuju Super League Dengan latihan Bersama Deltras Fc | Goal Skill Save,Persiapan Menuju Super League Dengan latihan Bersama Deltras Fc Goal Skill Save,persiapan menuju super league dengan latihan bersama deltras fc goal skill save,persiapan menuju super league dengan latihan bersama deltras fc goal skill save
@officialbaliunited,Sports,Mengoptimalkan Waktu Latihan Pagi Sebelum Menatap Liga | Goal Skill Save,Mengoptimalkan Waktu Latihan Pagi Sebelum Menatap Liga Goal Skill Save,mengoptimalkan waktu latihan pagi sebelum menatap liga goal skill save,mengoptimalkan waktu latihan pagi sebelum menatap liga goal skill save
@officialbaliunited,Sports,Mengenal Jens Raven Lebih Dekat | Tanya Tanya Yuk,Mengenal Jens Raven Lebih Dekat Tanya Tanya Yuk,mengenal jens raven lebih dekat tanya tanya yuk,mengenal jens raven lebih dekat tanya tanya yuk
@officialbaliunited,Sports,Bali United Fc Latihan Bersama Bhayangkara Fc | Goal Skill Save,Bali United Fc Latihan Bersama Bhayangkara Fc Goal Skill Save,bali united fc latihan bersama bhayangkara fc goal skill save,bali united fc latihan bersama bhayangkara fc goal skill save
@officialbaliunited,Sports,BALI UNITED - REIGNITE,BALI UNITED - REIGNITE,bali united - reignite,bali united - reignite
@officialbaliunited,Sports,Penuh Semangat Latihan Pagi Yang Produktif | Goal Skill Save,Penuh Semangat Latihan Pagi Yang Produktif Goal Skill Save,penuh semangat latihan pagi yang produktif goal skill save,penuh semangat latihan pagi yang produktif goal skill save
@officialbaliunited,Sports,Bali United kembali ke Pura Ulundanu Batur dan Pura Agung Besakih | Behind The Pitch,Bali United kembali ke Pura Ulundanu Batur dan Pura Agung Besakih Behind The Pitch,bali united kembali ke pura ulundanu batur dan pura agung besakih behind the pitch,bali united kembali ke pura ulundanu batur dan pura agung besakih behind the pitch
@officialbaliunited,Sports,Dua Punggawa Baru Sudah Bergabung Latihan | Goal Skill Save,Dua Punggawa Baru Sudah Bergabung Latihan Goal Skill Save,dua punggawa baru sudah bergabung latihan goal skill save,dua punggawa baru sudah bergabung latihan goal skill save
@officialbaliunited,Sports,Kembali Kelapngan Serdadu Tridatu Berlatih Keras | Goal Skill Save,Kembali Kelapngan Serdadu Tridatu Berlatih Keras Goal Skill Save,kembali kelapngan serdadu tridatu berlatih keras goal skill save,kembali kelapngan serdadu tridatu berlatih keras goal skill save
@officialbaliunited,Sports,Jeffrey Talan Sudah Bergabung Dengan Serdadu Tridatu | Goal Skill Save,Jeffrey Talan Sudah Bergabung Dengan Serdadu Tridatu Goal Skill Save,jeffrey talan sudah bergabung dengan serdadu tridatu goal skill save,jeffrey talan sudah bergabung dengan serdadu tridatu goal skill save
@officialbaliunited,Sports,Harapan Joao Ferrari Bersama Bali United | Tanya Tanya Yuk,Harapan Joao Ferrari Bersama Bali United Tanya Tanya Yuk,harapan joao ferrari bersama bali united tanya tanya yuk,harapan joao ferrari bersama bali united tanya tanya yuk
@officialbaliunited,Sports,Dua Wajah Baru Sudah Bergabung Latihan Dengan Serdadu Tridatu | Goal Skill Save,Dua Wajah Baru Sudah Bergabung Latihan Dengan Serdadu Tridatu Goal Skill Save,dua wajah baru sudah bergabung latihan dengan serdadu tridatu goal skill save,dua wajah baru sudah bergabung latihan dengan serdadu tridatu goal skill save
@officialbaliunited,Sports,Ini Dia Target Riszky Dwi Bersama Bali United Kedepanya | Tanya Tanya Yuk,Ini Dia Target Riszky Dwi Bersama Bali United Kedepanya Tanya Tanya Yuk,ini dia target riszky dwi bersama bali united kedepanya tanya tanya yuk,ini dia target riszky dwi bersama bali united kedepanya tanya tanya yuk
@officialbaliunited,Sports,Latihan Perdana Serdadu Tridatu Dengan Wajah Wajah Baru Dan Era Baru | Goal Skill Save,Latihan Perdana Serdadu Tridatu Dengan Wajah Wajah Baru Dan Era Baru Goal Skill Save,latihan perdana serdadu tridatu dengan wajah wajah baru dan era baru goal skill save,latihan perdana serdadu tridatu dengan wajah wajah baru dan era baru goal skill save
@officialbaliunited,Sports,Ngobrol singkat bareng @melvinplatje9 di Bali United Training Center 🙌,Ngobrol singkat bareng @melvinplatje9 di Bali United Training Center,ngobrol singkat bareng @melvinplatje9 di bali united training center,ngobrol singkat bareng @ melvinplatje9 di bali united training center
@officialbaliunited,Sports,Selamat datang di Bali United assistant coach Ronnie Pander | Tanya Tanya Yuk,Selamat datang di Bali United assistant coach Ronnie Pander Tanya Tanya Yuk,selamat datang di bali united assistant coach ronnie pander tanya tanya yuk,selamat datang di bali united assistant coach ronnie pander tanya tanya yuk
@officialbaliunited,Sports,Selamat datang di Bali United assistant coach Jeffrey Talan | Tanya Tanya Yuk,Selamat datang di Bali United assistant coach Jeffrey Talan Tanya Tanya Yuk,selamat datang di bali united assistant coach jeffrey talan tanya tanya yuk,selamat datang di bali united assistant coach jeffrey talan tanya tanya yuk
@officialbaliunited,Sports,Musim Yang Mengesankan! Ini Dia GoL Bali United 2024:2025 | Goal Skill Save,Musim Yang Mengesankan! Ini Dia GoL Bali United 2024:2025 Goal Skill Save,musim yang mengesankan! ini dia gol bali united 2024:2025 goal skill save,musim yang mengesankan ! ini dia gol bali united 2024 : 2025 goal skill save
@officialbaliunited,Sports,Ini Dia Obrolan Hangat Bersama Coach Johnny Jansen Pelatih Baru Bali United | Tanya Tanya Yuk,Ini Dia Obrolan Hangat Bersama Coach Johnny Jansen Pelatih Baru Bali United Tanya Tanya Yuk,ini dia obrolan hangat bersama coach johnny jansen pelatih baru bali united tanya tanya yuk,ini dia obrolan hangat bersama coach johnny jansen pelatih baru bali united tanya tanya yuk
@officialbaliunited,Sports,Persebaya Surabaya VS Bali United | Matchday Diary,Persebaya Surabaya VS Bali United Matchday Diary,persebaya surabaya vs bali united matchday diary,persebaya surabaya vs bali united matchday diary
@SportsChannelIndonesia,Sports,SPORTS10 29 OKTOBER 2019,SPORTS10 29 OKTOBER 2019,sports10 29 oktober 2019,sports10 29 oktober 2019
@SportsChannelIndonesia,Sports,SPORTS10 DARI ATLIT BASKET KE PENELITI,SPORTS10 DARI ATLIT BASKET KE PENELITI,sports10 dari atlit basket ke peneliti,sports10 dari atlit basket ke peneliti
@SportsChannelIndonesia,Sports,WAWANCARA DENGAN YUNAS MIRADIARSYAH DIRUT BARU IBL,WAWANCARA DENGAN YUNAS MIRADIARSYAH DIRUT BARU IBL,wawancara dengan yunas miradiarsyah dirut baru ibl,wawancara dengan yunas miradiarsyah dirut baru ibl
@SportsChannelIndonesia,Sports,TAMBAH KOLEKSI APA SETELAH KIM HONG STAPAC MUNDUR DARI IBL?,TAMBAH KOLEKSI APA SETELAH KIM HONG STAPAC MUNDUR DARI IBL?,tambah koleksi apa setelah kim hong stapac mundur dari ibl?,tambah koleksi apa setelah kim hong stapac mundur dari ibl ?
